Attendance,Hours_Studied,Previous_Scores,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Parental_Involvement_Low,Exam_Score
75,22,77,2,2,10,0,66
87,17,61,4,3,7,0,67
69,17,96,2,3,9,0,66
77,13,85,2,4,6,1,65
82,31,63,2,2,7,0,72
96,20,65,0,2,8,0,70
73,19,94,1,1,9,0,67
65,14,69,4,3,9,0,64
80,38,78,1,4,5,0,72
90,14,56,0,4,9,0,65
64,17,63,0,3,10,0,62
77,22,71,3,4,6,0,67
61,24,83,0,3,6,0,64
61,26,64,0,3,7,0,63
79,31,98,1,2,7,0,72
72,23,61,1,5,6,1,66
94,14,89,0,1,5,0,70
84,18,68,0,2,9,0,66
78,22,92,1,3,6,0,70
76,32,96,0,2,6,1,67
80,12,59,1,2,7,0,64
62,27,75,2,2,5,0,67
96,21,58,0,4,5,0,72
100,25,85,1,3,6,0,72
67,19,92,2,5,8,0,68
65,15,69,1,3,7,0,64
66,25,70,1,3,4,0,66
86,24,60,0,3,9,1,68
86,26,65,0,4,8,1,66
94,20,66,1,1,7,1,70
90,16,58,1,4,7,0,70
78,11,65,0,2,8,1,62
85,25,95,0,1,10,1,69
88,23,66,2,2,8,0,69
81,14,64,2,4,7,0,66
79,17,69,4,3,5,0,68
86,17,98,2,5,7,0,71
82,11,88,1,2,8,0,64
86,15,60,2,3,7,1,67
85,13,88,2,3,6,0,68
89,18,88,0,1,8,1,67
86,16,98,1,3,6,0,68
81,10,95,5,3,8,0,69
87,32,55,0,3,6,0,71
78,28,73,3,4,4,0,68
70,15,85,0,2,6,0,65
60,22,99,1,3,7,1,63
82,23,54,0,1,8,1,65
84,27,68,3,2,8,0,72
99,15,75,2,1,5,1,67
74,27,71,1,3,7,0,69
76,17,73,3,3,6,0,67
68,12,68,2,4,6,0,64
63,24,99,0,3,6,0,62
91,28,90,2,3,7,1,71
70,36,87,2,3,10,1,70
84,13,71,1,3,10,1,64
88,24,94,0,2,6,0,69
79,18,55,1,3,7,0,65
95,25,57,2,2,7,0,73
78,11,98,2,3,7,0,64
71,12,78,2,2,8,0,64
96,15,58,3,4,7,0,70
94,20,97,2,5,6,1,70
67,16,99,2,2,9,0,64
61,24,94,3,2,5,1,64
64,26,62,3,2,7,0,66
71,24,64,1,3,5,1,66
99,30,70,2,4,5,0,74
82,22,79,2,1,8,0,69
75,13,100,1,3,6,1,67
96,28,98,5,5,4,0,73
78,16,96,0,1,6,1,66
73,25,54,2,4,6,0,67
98,29,88,3,2,5,0,75
94,23,94,2,2,8,0,73
94,11,67,2,5,5,0,67
80,14,61,0,4,6,0,65
92,28,87,1,1,7,0,71
67,19,55,1,4,6,0,63
83,20,97,2,4,6,0,68
99,25,58,0,4,6,0,72
72,24,73,2,2,5,1,67
92,22,99,1,4,6,0,71
80,19,99,1,4,8,1,67
62,18,89,0,3,6,0,66
91,25,92,3,5,7,0,72
67,23,98,2,0,9,1,64
85,18,96,0,3,8,0,68
63,26,81,0,2,5,0,65
98,19,87,1,4,8,0,74
72,15,80,4,4,9,0,65
69,15,75,2,2,6,0,63
65,14,94,5,3,5,0,65
98,18,87,0,1,6,1,70
88,27,93,0,4,7,0,71
90,15,55,1,1,8,0,66
80,21,79,2,3,6,0,69
79,16,66,2,2,4,0,67
64,18,76,1,4,5,0,64
82,11,81,2,2,8,0,67
70,19,92,1,4,10,0,67
99,19,52,1,4,7,0,70
92,23,58,2,1,9,0,71
77,21,96,2,5,5,0,68
66,13,98,1,2,6,0,65
91,27,53,1,3,4,0,70
65,21,67,1,4,8,0,64
68,21,50,3,4,6,0,67
68,20,88,5,3,8,1,63
82,17,84,2,3,6,0,65
91,21,78,2,2,10,0,70
73,23,85,1,3,10,0,67
63,10,77,3,3,4,0,60
79,17,62,1,3,8,1,64
90,18,88,1,1,6,1,65
69,22,89,0,5,8,0,64
69,27,93,1,4,5,0,67
98,15,98,0,3,9,0,71
98,17,87,0,3,9,0,69
100,17,53,1,4,5,0,70
92,15,51,1,3,7,0,69
68,18,87,3,4,7,0,69
68,25,53,2,3,8,1,64
74,14,66,0,3,7,1,63
73,23,57,3,2,8,0,67
98,10,98,0,3,7,0,66
92,17,66,2,3,8,0,69
89,18,53,5,4,5,0,69
67,30,97,2,3,7,0,69
96,18,80,1,3,9,0,72
93,7,52,1,3,9,0,65
67,8,92,0,2,7,0,63
95,20,58,1,4,7,0,69
71,24,90,3,3,9,0,69
63,22,80,2,2,7,0,64
86,21,59,2,3,9,0,69
86,27,88,1,3,7,0,72
64,17,73,1,4,7,0,62
73,25,82,1,3,5,0,66
100,10,93,2,1,5,1,65
87,15,63,0,3,8,0,69
89,9,68,1,3,10,0,65
69,18,100,3,2,7,0,67
63,20,75,2,2,7,1,63
71,21,78,2,4,9,0,66
70,20,64,0,3,8,1,61
69,14,71,1,4,4,0,64
68,19,75,1,4,8,0,64
83,11,63,2,3,5,0,65
73,28,62,3,3,7,0,68
93,18,80,1,3,6,1,69
67,17,59,0,3,6,0,61
79,30,78,3,2,7,0,72
61,13,85,4,3,8,0,61
79,13,60,1,4,7,0,66
62,13,87,1,1,9,1,60
99,20,68,1,3,9,0,69
92,23,100,1,2,9,0,72
80,24,99,2,2,7,0,69
63,35,90,0,3,6,0,71
84,7,67,1,3,7,0,64
90,24,97,3,4,9,1,71
68,17,100,1,3,9,1,64
83,16,73,3,3,4,0,67
93,16,81,2,3,7,0,67
91,15,50,1,3,4,1,66
92,30,52,3,4,7,1,73
95,25,75,1,4,6,0,73
98,20,80,0,2,6,0,70
76,28,66,5,4,8,1,70
83,11,55,0,4,6,0,62
92,12,89,1,2,7,0,68
88,7,71,0,3,6,0,65
100,16,82,2,2,7,0,73
61,21,83,1,3,8,0,65
74,21,77,0,3,6,0,66
71,21,59,3,3,8,1,64
70,12,81,0,3,7,0,63
69,25,66,0,3,7,0,62
88,21,91,0,4,6,0,70
63,24,60,3,3,8,0,65
90,9,65,0,5,8,0,64
88,22,72,4,2,7,0,70
70,13,87,1,5,7,0,62
70,18,86,5,2,8,0,67
85,23,67,1,3,8,0,66
90,21,76,2,3,7,0,74
95,15,62,2,3,9,0,69
94,20,89,0,4,8,0,70
99,11,60,1,1,10,0,68
83,27,91,3,2,5,0,70
96,19,97,3,2,8,0,71
92,27,100,2,0,9,0,73
96,17,93,3,2,9,0,69
60,17,61,1,4,7,1,61
99,15,71,0,2,5,0,68
79,25,54,1,2,9,0,66
92,16,58,0,4,6,0,67
65,24,52,1,1,7,1,64
76,18,82,1,4,10,1,67
71,8,77,0,4,5,0,61
72,17,96,2,3,8,1,65
65,13,73,0,3,6,1,62
92,20,82,0,5,6,1,69
60,13,70,1,3,7,0,61
73,26,91,4,5,8,0,69
67,19,96,1,3,8,0,64
84,19,72,1,3,9,0,65
70,24,54,1,1,6,0,64
70,26,58,1,3,5,0,68
80,20,86,1,3,6,1,67
86,15,66,0,5,8,0,68
65,9,89,2,4,7,1,61
67,16,87,5,4,4,0,69
70,16,85,0,3,4,1,64
99,21,91,3,4,7,0,74
76,18,88,1,4,8,0,66
84,24,82,1,2,6,0,68
70,16,50,3,3,8,0,65
80,20,76,0,3,5,0,66
63,27,80,2,2,7,0,66
61,22,98,3,2,7,0,65
79,20,83,3,4,8,0,67
76,16,79,0,4,5,1,65
65,16,77,1,3,5,0,63
88,15,55,1,2,8,0,67
100,17,71,2,4,5,0,70
76,25,57,0,3,6,0,68
85,19,53,1,3,9,0,66
99,12,66,3,1,7,0,67
93,31,82,2,1,8,0,72
79,22,93,0,2,8,0,68
89,12,91,1,2,8,0,66
65,17,65,0,4,7,0,62
80,21,52,1,4,6,0,65
71,30,70,3,4,10,0,67
66,13,66,3,2,7,0,62
77,26,69,1,3,7,0,66
65,28,78,1,3,8,0,67
88,16,52,2,3,6,0,68
78,18,69,1,4,6,0,66
81,14,78,0,4,9,0,68
66,19,72,2,5,6,1,62
66,20,83,1,2,8,0,64
83,24,59,1,3,8,0,68
99,27,58,2,2,7,1,71
64,16,65,2,4,7,0,63
71,8,55,1,2,8,0,62
95,20,62,1,3,7,0,69
63,22,54,0,3,4,0,62
95,21,70,3,3,9,1,71
81,18,86,3,4,6,1,69
76,21,64,1,2,7,0,66
72,29,50,0,4,5,1,64
72,22,78,1,3,6,1,65
72,18,85,1,1,6,0,68
95,17,70,1,3,7,0,69
89,19,65,2,3,6,0,68
87,30,75,3,4,10,1,71
92,19,55,1,5,7,1,66
70,20,82,2,3,8,0,65
85,17,87,1,1,7,0,68
78,27,85,0,3,8,0,72
91,32,66,3,2,4,0,75
72,23,92,2,3,6,0,67
86,20,97,1,2,6,0,67
95,20,65,2,3,6,0,70
76,6,63,5,3,8,0,64
63,24,85,1,3,8,0,65
81,21,85,1,3,7,0,68
74,23,76,1,2,7,0,67
87,16,96,1,1,10,1,66
98,18,57,0,1,7,0,69
79,18,74,2,1,4,1,64
79,26,52,1,3,8,0,68
86,18,53,5,3,8,0,68
64,32,53,1,3,9,1,65
70,23,75,0,2,8,0,65
97,12,79,1,2,6,1,65
87,19,50,0,2,8,0,67
61,16,82,2,3,7,0,63
68,7,74,1,3,9,0,62
87,30,61,2,4,9,0,73
91,24,51,2,3,7,0,72
94,23,58,5,6,8,1,71
72,21,80,3,4,9,0,67
97,12,83,0,2,7,0,66
82,17,82,1,2,10,0,68
88,25,58,0,4,9,0,70
84,14,96,2,2,6,0,66
65,5,71,0,2,7,1,56
99,19,88,1,3,8,0,71
65,19,58,2,3,10,1,64
70,21,74,2,3,8,0,65
93,24,76,2,1,7,0,70
85,24,89,1,2,9,0,70
94,22,81,2,4,7,1,71
81,27,70,0,5,6,0,70
75,11,64,3,3,8,1,62
97,23,99,1,3,6,0,72
61,24,64,0,3,10,0,62
94,13,56,2,4,7,1,67
69,11,65,0,2,8,1,58
94,16,66,3,4,6,1,69
66,16,56,0,4,9,0,60
83,25,85,2,4,7,0,72
96,16,81,0,3,7,0,66
79,15,66,2,3,7,0,66
90,16,100,1,4,5,0,69
92,27,83,2,4,7,1,70
89,20,85,2,1,8,1,70
97,19,78,0,3,5,0,70
78,19,78,2,2,9,1,67
67,28,51,2,3,7,0,67
62,16,89,0,3,7,1,59
70,28,96,1,2,4,0,67
66,21,56,1,4,7,0,65
82,19,90,1,3,5,0,68
67,35,77,1,3,6,0,71
62,14,64,2,3,5,0,61
61,18,96,0,3,6,0,63
93,13,51,1,3,7,0,67
84,26,64,1,4,7,0,69
74,30,94,0,3,8,0,70
96,30,74,0,3,4,0,69
63,27,80,1,4,7,0,66
99,19,87,1,4,7,0,70
85,18,57,2,2,6,0,67
67,10,61,0,2,6,0,61
87,32,100,2,2,9,0,74
91,23,62,1,3,10,0,70
77,17,77,0,4,4,0,66
94,28,65,1,1,6,0,73
66,14,93,1,2,5,0,62
71,22,98,2,2,7,0,65
64,19,57,0,3,9,0,62
68,24,80,1,4,8,1,64
70,20,91,1,2,7,0,63
97,11,91,1,4,7,0,69
63,20,72,3,5,7,0,63
77,26,61,1,4,8,0,67
81,20,69,1,2,8,0,65
96,25,88,0,1,8,0,71
100,14,100,3,3,4,0,71
90,20,78,0,4,7,0,69
99,16,60,2,3,7,0,71
91,24,52,1,5,8,1,68
99,20,97,2,0,7,1,70
88,24,74,0,3,8,0,71
63,27,86,1,4,6,0,68
76,24,83,1,4,8,1,69
86,22,95,4,2,9,0,71
74,14,63,2,3,5,0,63
71,20,72,4,4,5,1,66
83,17,96,1,3,8,0,67
97,18,79,3,3,7,0,71
61,18,54,0,2,9,1,59
91,14,60,0,2,7,0,67
89,8,62,2,4,8,0,66
99,16,100,1,3,6,1,72
97,21,61,0,3,8,0,70
90,12,93,3,3,8,0,68
81,20,54,0,2,6,1,63
68,31,59,3,2,9,0,69
82,26,94,0,3,4,1,67
91,30,95,1,3,7,0,75
96,22,59,0,2,5,1,67
92,27,61,0,3,5,0,74
68,16,77,1,4,8,0,66
84,16,53,2,1,5,0,65
73,4,97,1,1,5,1,60
60,27,68,1,4,8,0,63
68,29,74,3,2,5,1,69
65,17,55,1,2,9,0,64
94,18,52,1,4,8,1,68
70,15,73,2,4,6,0,63
71,22,56,0,2,8,0,65
98,27,82,0,3,4,0,74
75,10,90,2,2,8,0,65
60,22,52,0,2,5,0,61
71,18,81,1,3,6,0,66
65,21,91,1,3,6,0,67
64,23,72,0,3,9,0,66
63,19,98,4,2,6,0,69
84,19,56,2,3,7,0,65
68,19,66,2,3,6,0,65
74,26,62,0,3,6,0,66
94,23,100,2,2,5,0,73
77,21,65,2,2,7,1,64
97,12,69,0,5,7,0,67
80,18,92,0,1,8,0,67
76,25,96,3,4,7,0,68
90,20,97,2,3,7,0,71
63,24,78,0,3,8,0,64
64,31,83,1,2,6,0,67
86,26,67,2,1,5,0,68
79,21,80,1,3,8,1,67
92,17,65,3,2,6,1,70
97,5,87,2,3,7,0,64
76,19,65,0,4,6,0,63
84,18,94,3,4,6,0,71
80,22,57,1,3,4,1,64
99,19,79,3,4,8,1,70
93,18,76,3,3,4,0,70
96,9,63,1,1,9,0,67
70,14,51,1,4,9,0,62
91,23,57,2,2,6,0,69
71,30,98,2,1,9,1,69
68,19,97,0,3,10,1,62
98,22,56,1,1,7,1,70
61,26,69,2,3,8,0,66
99,15,73,1,3,7,0,69
66,22,74,3,3,9,0,65
93,16,65,0,3,5,1,66
71,25,96,2,3,7,0,69
74,21,95,1,5,8,0,66
69,22,51,1,3,8,1,65
83,15,83,1,2,7,0,66
74,24,54,1,3,9,1,63
86,33,80,0,3,7,1,72
61,14,93,3,2,7,0,62
63,18,82,1,1,8,0,64
64,21,73,2,2,7,0,61
77,25,98,0,2,7,0,70
93,17,87,1,2,6,0,67
96,3,62,3,4,10,0,66
70,28,69,2,4,6,0,66
83,25,88,1,3,8,1,68
91,10,51,0,3,10,0,67
72,16,53,1,3,5,0,65
76,29,93,0,4,8,0,70
81,29,52,1,4,7,0,69
65,26,84,1,4,10,0,68
61,19,66,0,1,6,0,61
66,20,91,0,5,6,0,65
85,19,92,3,2,7,0,71
63,27,98,0,3,6,0,66
68,15,55,0,3,6,0,62
74,15,71,0,2,10,1,61
63,26,79,1,2,7,0,67
68,20,96,0,3,6,0,66
96,28,63,1,2,6,1,71
61,16,54,0,3,8,0,62
86,20,60,1,3,8,0,67
75,14,75,0,2,6,0,64
87,20,84,2,3,5,0,68
84,11,85,3,4,7,0,67
69,17,54,1,2,7,0,63
94,11,88,2,4,6,0,70
80,24,83,1,1,9,1,67
93,24,70,1,3,8,0,71
76,10,79,3,4,7,0,62
99,28,88,3,4,6,0,75
91,35,63,1,5,10,1,72
99,20,97,4,3,5,0,73
81,16,57,3,3,6,1,64
79,37,95,1,1,6,0,73
90,12,87,2,2,7,0,66
95,20,83,1,3,8,1,69
99,21,54,1,4,5,0,70
73,28,96,1,0,6,0,70
92,22,65,0,2,8,0,71
68,17,87,0,4,6,1,64
82,14,94,7,4,6,0,71
67,18,62,1,2,7,0,63
74,14,96,2,4,6,0,68
97,20,81,3,3,7,0,71
66,17,83,4,5,8,0,65
85,11,96,1,3,7,0,66
84,28,76,0,3,9,0,72
65,17,72,1,4,8,0,65
73,12,82,1,3,7,1,60
83,19,78,2,4,7,1,67
67,20,53,1,2,10,0,65
92,10,59,0,2,6,0,64
99,22,51,2,4,7,0,72
69,14,55,3,2,6,0,62
67,30,86,0,4,8,0,67
78,23,50,1,3,10,0,67
90,18,65,4,3,7,0,69
71,16,72,1,4,7,0,65
61,19,97,0,3,7,0,62
82,24,66,0,3,5,0,69
98,20,89,1,3,7,0,72
76,19,70,1,3,10,1,63
77,20,55,1,3,8,0,64
99,16,55,1,3,9,1,67
88,18,72,2,4,9,0,70
89,7,53,3,2,6,0,64
83,26,79,1,2,10,0,69
99,22,75,2,4,4,0,72
88,15,85,4,2,7,0,69
96,31,59,3,5,4,0,75
88,21,80,1,2,4,1,67
89,14,59,1,3,8,0,67
72,25,86,0,2,6,0,66
72,22,65,0,3,9,0,64
91,22,81,2,3,4,0,68
72,17,94,1,5,7,0,66
83,23,74,3,2,5,0,69
70,18,60,1,3,7,0,65
93,23,94,2,3,9,0,70
64,9,68,0,3,10,0,57
93,17,87,2,3,8,0,69
84,30,66,0,2,5,0,70
67,15,65,4,2,5,1,63
82,16,82,1,3,7,0,66
71,17,58,3,3,6,0,64
73,13,93,0,3,8,0,65
74,7,69,1,4,10,0,64
63,19,51,2,4,6,0,62
99,21,65,1,2,6,0,71
61,20,89,1,2,5,0,64
86,19,93,1,2,7,0,72
75,20,78,0,2,7,0,64
86,26,65,2,4,7,0,71
74,19,76,5,4,8,0,68
87,17,92,3,2,8,0,68
89,18,66,2,3,7,0,68
88,23,69,3,3,7,0,69
65,28,77,1,3,7,1,67
86,16,94,0,4,7,0,66
71,21,79,1,4,6,0,65
61,22,60,0,2,5,0,63
77,14,54,1,2,7,0,62
77,20,55,1,1,6,0,67
79,11,98,2,4,8,0,65
88,9,91,1,3,7,0,66
72,22,88,2,4,7,1,66
73,18,75,0,1,8,0,64
62,21,84,5,4,5,0,67
87,20,56,2,2,10,0,67
83,14,81,1,4,4,1,61
74,20,91,1,5,9,0,66
88,13,53,2,4,7,0,66
81,28,65,1,2,6,0,67
79,12,56,1,5,5,0,64
80,19,63,1,3,6,0,64
85,14,89,2,2,7,1,67
86,23,67,2,3,7,1,68
72,18,84,2,4,9,0,64
66,17,89,0,3,7,0,63
66,25,91,2,3,7,0,68
86,20,94,2,2,8,1,64
95,23,80,2,4,7,1,70
76,14,64,3,3,7,1,64
67,12,58,0,2,7,0,59
90,21,75,4,2,8,0,71
93,18,55,3,5,6,1,67
95,24,96,3,3,6,0,73
84,20,72,3,3,8,1,66
94,21,94,2,2,5,0,73
61,10,85,1,4,7,0,62
64,31,93,1,3,6,0,69
64,19,94,3,3,8,0,66
89,24,53,1,3,9,0,68
63,15,86,4,5,6,0,65
80,22,61,1,2,8,0,67
79,12,99,2,2,7,0,64
72,23,89,0,3,6,0,67
95,18,50,3,3,7,1,66
67,20,96,1,3,9,0,68
74,24,65,3,2,7,0,68
91,13,71,1,2,9,0,64
61,16,81,2,1,7,0,63
87,23,96,2,3,5,0,72
93,33,96,1,1,7,0,75
97,19,78,2,3,5,0,71
95,24,66,2,3,7,0,71
73,19,64,4,5,6,0,66
83,32,68,3,4,10,0,71
63,10,59,0,5,9,0,61
70,21,83,1,3,7,0,65
64,10,76,1,1,9,0,58
73,5,89,1,2,6,0,62
95,22,55,2,0,5,0,69
74,21,70,1,3,8,0,65
82,18,62,3,4,8,0,69
77,19,77,1,3,6,0,68
78,39,73,0,2,6,0,70
99,18,72,4,4,8,0,72
72,23,66,3,4,4,1,66
85,16,86,2,4,8,1,68
77,22,74,2,4,7,0,67
62,19,60,1,2,8,0,61
80,18,77,1,2,8,1,64
93,31,80,3,2,6,0,74
64,27,51,1,3,5,0,64
63,21,60,2,2,9,0,64
66,6,62,2,4,7,0,61
91,18,62,3,3,7,0,71
89,36,62,2,3,8,0,72
83,19,64,0,5,6,0,68
79,27,63,2,5,8,1,69
96,29,94,2,4,8,0,74
91,21,66,3,4,9,0,70
92,15,67,1,2,9,0,69
93,5,63,2,3,7,1,64
86,24,98,2,5,8,1,71
78,15,77,0,3,7,0,65
95,21,81,0,3,7,0,71
97,13,87,1,2,5,0,71
61,18,67,5,2,7,1,66
62,20,98,1,4,4,0,64
98,22,58,0,3,7,0,70
71,13,73,1,3,9,1,61
95,27,57,1,3,8,0,71
76,16,90,0,3,7,0,65
65,10,55,0,3,7,1,59
63,19,78,3,2,6,0,63
66,20,55,1,3,6,0,64
70,21,73,0,4,8,1,63
80,28,64,1,2,5,0,70
88,19,95,1,3,5,0,70
99,19,53,1,4,8,0,72
78,13,82,0,2,7,0,65
81,25,85,3,1,7,0,71
81,21,94,3,1,7,0,70
82,17,94,1,3,10,0,66
81,9,99,2,3,7,0,64
60,29,63,0,4,7,1,64
60,13,64,1,4,10,0,59
64,16,70,5,4,7,0,65
64,22,77,1,3,10,0,66
88,13,68,1,2,4,0,67
68,11,87,1,4,5,0,62
96,7,50,1,3,6,0,65
97,24,51,3,2,8,0,73
99,17,86,1,2,10,0,70
98,38,94,2,4,6,1,75
71,14,89,0,3,8,0,66
80,14,56,1,3,10,0,65
67,17,97,1,3,9,0,64
92,21,76,2,5,6,0,70
96,17,87,0,5,8,0,71
94,24,60,0,3,8,1,68
77,14,77,1,2,6,0,64
90,12,67,2,3,8,0,67
64,9,99,6,6,6,0,65
62,7,74,3,3,7,0,62
90,17,88,1,1,5,1,68
77,18,80,1,2,4,0,66
100,16,55,1,2,7,0,69
64,27,77,3,4,7,0,68
94,27,77,0,2,5,0,71
79,18,86,3,4,8,0,68
93,9,66,0,2,7,0,64
93,17,93,0,3,8,1,66
97,16,81,0,2,8,0,70
72,16,52,1,1,9,1,60
98,16,85,0,2,8,0,69
66,16,95,1,4,7,0,65
63,18,84,1,2,7,0,66
77,16,69,1,3,10,0,64
93,21,80,0,1,8,0,71
79,22,59,0,3,7,0,66
93,15,80,0,3,7,0,66
89,28,75,1,3,6,0,68
68,14,51,1,5,5,0,63
98,10,66,1,2,10,0,66
62,22,60,0,2,8,1,61
96,15,70,4,3,5,0,70
72,22,62,5,2,7,0,68
80,6,92,5,2,9,0,65
77,28,85,0,1,6,0,69
67,24,87,0,4,6,0,67
74,11,68,0,3,8,0,62
68,11,50,2,4,8,1,61
68,30,61,1,3,6,0,70
67,16,88,0,3,6,0,65
80,15,80,1,4,8,0,65
92,6,77,1,4,5,0,66
83,18,64,1,3,6,0,66
96,19,54,1,3,7,0,69
85,24,89,1,3,8,0,70
88,12,52,1,1,6,0,63
87,11,53,1,3,8,1,64
78,23,65,1,2,9,0,65
88,26,79,1,4,6,0,71
63,11,100,0,3,10,0,61
94,26,55,2,3,9,1,69
91,20,74,1,4,7,0,69
70,27,80,1,3,7,0,66
91,20,91,3,2,6,0,72
61,5,84,1,3,9,0,60
69,19,90,0,1,7,1,62
63,26,76,3,5,5,0,66
91,15,72,1,2,4,0,69
90,18,81,2,3,7,0,69
93,19,95,3,3,7,0,71
60,3,78,1,1,6,0,57
80,30,80,0,4,5,0,72
88,15,67,1,4,4,1,66
66,23,80,1,3,6,0,66
86,19,81,3,3,6,0,70
63,28,88,2,2,8,0,67
67,22,79,1,3,7,0,65
79,19,60,1,3,9,0,63
86,15,79,3,3,8,0,68
66,25,65,0,3,8,1,63
67,9,54,3,5,8,0,63
68,24,91,1,4,5,0,68
70,13,53,2,0,6,0,60
69,28,82,0,2,10,0,67
76,21,99,0,3,4,1,65
86,24,54,0,2,7,0,68
78,20,61,0,2,8,0,62
91,9,88,2,4,4,0,65
89,15,55,1,3,6,0,66
65,24,92,3,4,10,0,67
62,21,50,1,2,7,1,60
95,27,94,2,4,6,1,74
63,22,53,1,4,7,1,62
66,14,96,0,3,6,1,61
61,15,93,0,4,10,0,63
85,21,77,2,3,6,0,66
83,6,89,1,4,6,0,65
99,30,54,0,3,5,1,72
95,23,57,1,2,7,0,70
76,27,68,1,3,7,0,71
75,11,77,1,2,9,0,64
72,27,93,1,2,5,0,70
66,33,77,2,3,8,0,68
66,12,83,1,3,7,1,61
65,25,84,1,2,4,0,68
65,20,94,1,2,6,1,64
70,11,89,2,4,6,0,64
72,23,99,2,4,10,0,71
98,25,51,0,2,8,0,72
83,16,60,0,1,7,0,66
100,27,97,4,3,4,1,74
75,10,90,3,3,4,0,65
78,11,63,1,3,8,0,64
73,21,99,1,4,8,0,69
67,20,93,1,3,6,0,62
66,16,53,2,2,7,0,62
98,25,91,2,3,7,1,72
99,23,89,1,3,7,0,73
62,25,61,1,4,6,0,64
66,19,83,2,3,8,0,65
77,24,99,1,1,9,0,70
67,17,84,1,3,6,0,66
75,32,91,1,2,5,1,70
65,15,55,2,3,6,0,63
78,33,86,1,4,7,1,69
71,20,60,0,2,8,0,64
74,12,54,2,5,8,1,63
64,28,78,2,3,8,0,66
77,21,88,2,1,8,0,68
99,25,77,0,3,7,0,97
73,27,97,2,1,9,1,67
95,22,85,0,4,7,0,71
94,16,56,2,2,8,1,66
98,26,97,2,2,7,0,72
92,20,58,2,4,7,0,70
86,24,88,1,3,7,0,69
94,7,57,2,3,9,0,66
63,23,100,2,3,7,0,69
79,16,67,2,3,6,0,65
100,30,75,0,4,6,0,75
91,24,73,2,2,8,1,70
98,21,55,1,3,6,0,70
91,23,75,2,2,7,0,69
95,14,57,2,2,7,0,68
88,30,90,4,2,6,1,73
90,32,98,0,3,5,0,74
81,22,90,0,2,5,1,66
97,30,72,1,2,6,0,74
93,17,50,3,2,5,0,67
94,15,52,1,2,8,0,67
87,20,75,3,2,10,0,70
72,23,84,1,2,6,1,67
61,18,91,3,3,6,0,80
97,23,80,1,2,6,0,70
83,22,99,4,4,8,0,71
72,14,75,4,2,8,0,64
66,23,80,1,3,7,0,68
93,25,62,0,3,5,0,68
93,21,67,1,3,6,0,69
93,27,84,1,2,7,0,72
86,13,80,0,5,7,0,65
75,23,68,1,4,7,1,64
72,13,56,1,4,8,0,64
60,13,67,1,4,5,1,58
93,16,52,2,3,7,0,69
63,14,79,1,3,7,0,61
85,17,66,0,2,6,0,68
80,19,69,1,4,6,0,66
81,25,79,1,4,8,0,68
97,18,79,2,3,5,1,70
61,10,79,4,2,10,0,62
91,27,75,2,3,8,0,71
62,15,74,0,3,7,0,61
62,20,91,1,3,7,0,64
77,23,73,1,2,8,0,65
63,21,77,3,1,6,1,63
92,27,99,4,3,6,0,74
81,23,59,2,2,9,0,68
61,15,86,2,3,6,0,65
62,33,74,2,2,7,0,66
85,21,92,1,2,6,0,69
92,19,70,2,2,7,1,69
78,26,65,3,3,8,0,70
82,21,60,3,4,10,0,70
92,22,94,1,3,6,0,71
84,35,86,1,3,5,0,72
69,18,54,1,4,7,0,61
85,18,86,1,3,6,0,68
85,21,52,3,3,7,0,66
89,26,59,1,4,8,0,70
85,11,80,0,3,10,0,63
99,8,73,1,3,6,0,68
68,16,92,1,4,4,1,62
98,10,80,3,3,7,0,69
82,17,98,3,4,8,0,69
87,23,93,1,4,6,0,72
64,15,67,2,3,7,0,64
75,11,92,2,4,7,1,63
91,20,93,1,3,7,0,70
88,25,98,1,4,8,1,69
62,10,51,1,2,7,0,61
82,25,94,2,3,8,0,70
64,25,53,1,2,4,0,64
100,26,76,0,4,6,0,76
96,27,71,2,2,6,0,73
61,33,96,2,3,5,1,67
94,18,70,2,3,7,0,69
97,21,80,2,4,6,0,72
74,18,85,4,3,6,0,66
89,20,51,3,3,8,0,70
78,29,80,2,4,7,0,73
86,12,76,2,3,5,0,68
74,15,80,2,3,6,0,66
73,28,54,4,1,8,1,67
77,26,53,3,3,7,0,67
66,18,59,0,3,9,0,62
93,25,93,2,3,8,1,72
74,22,68,0,4,6,1,65
76,29,72,1,3,9,0,69
96,20,70,2,2,9,0,69
80,26,86,0,4,4,0,69
82,36,63,0,3,7,1,69
98,24,53,1,2,6,1,69
95,20,69,0,3,7,0,70
67,24,86,6,3,6,0,67
79,18,96,3,3,6,0,69
99,34,53,0,5,8,0,75
75,21,91,2,3,5,1,66
75,18,53,0,2,7,0,63
68,15,67,3,4,5,0,64
65,27,51,2,2,9,0,66
90,25,96,1,4,7,0,72
91,17,85,3,4,8,0,71
99,23,68,0,2,7,1,70
91,11,69,2,2,7,0,67
70,21,82,0,3,7,0,65
62,23,54,3,4,9,0,65
99,30,57,0,4,6,0,73
74,15,92,1,3,4,0,66
72,12,60,0,4,6,1,62
96,15,86,2,2,5,0,71
83,12,61,3,5,8,0,66
69,28,54,1,2,7,0,65
96,29,95,0,2,8,0,75
100,22,95,2,4,7,0,74
63,27,80,1,3,7,0,65
94,21,73,2,3,7,0,71
76,19,78,1,1,9,0,65
81,18,70,0,2,7,0,65
